Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,storey_midpoint,address,Tranc_Year,Tranc_Month,flat_type_model
2016-01,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,10 TO 12,68.0,New Generation,1981,327000.0,11,"333, ANG MO KIO AVE 1",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,418,ANG MO KIO AVE 10,04 TO 06,74.0,New Generation,1979,328000.0,5,"418, ANG MO KIO AVE 10",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,10 TO 12,68.0,New Generation,1981,338000.0,11,"331, ANG MO KIO AVE 1",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,504,ANG MO KIO AVE 8,10 TO 12,68.0,New Generation,1980,339000.0,11,"504, ANG MO KIO AVE 8",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1981,342000.0,5,"541, ANG MO KIO AVE 10",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,126,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1978,345000.0,8,"126, ANG MO KIO AVE 3",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,649,ANG MO KIO AVE 5,01 TO 03,75.0,New Generation,1980,346088.0,2,"649, ANG MO KIO AVE 5",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,452,ANG MO KIO AVE 10,04 TO 06,83.0,New Generation,1979,350000.0,5,"452, ANG MO KIO AVE 10",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,313,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,350000.0,2,"313, ANG MO KIO AVE 3",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,601,ANG MO KIO AVE 5,07 TO 09,82.0,New Generation,1980,355000.0,8,"601, ANG MO KIO AVE 5",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,649,ANG MO KIO AVE 5,07 TO 09,75.0,New Generation,1980,358000.0,8,"649, ANG MO KIO AVE 5",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,512,ANG MO KIO AVE 8,10 TO 12,68.0,New Generation,1980,358000.0,11,"512, ANG MO KIO AVE 8",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,127,ANG MO KIO AVE 3,01 TO 03,82.0,New Generation,1978,360000.0,2,"127, ANG MO KIO AVE 3",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,181,ANG MO KIO AVE 5,04 TO 06,82.0,New Generation,1981,360000.0,5,"181, ANG MO KIO AVE 5",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,04 TO 06,88.0,New Generation,1979,363000.0,5,"129, ANG MO KIO AVE 3",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,586,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1979,370000.0,11,"586, ANG MO KIO AVE 3",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,07 TO 09,82.0,New Generation,1981,380000.0,8,"331, ANG MO KIO AVE 1",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,04 TO 06,88.0,New Generation,1979,380000.0,5,"129, ANG MO KIO AVE 3",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,328,ANG MO KIO AVE 3,10 TO 12,73.0,New Generation,1978,388000.0,11,"328, ANG MO KIO AVE 3",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,462,ANG MO KIO AVE 10,10 TO 12,82.0,New Generation,1980,390000.0,11,"462, ANG MO KIO AVE 10",2016,1,3 ROOM New Generation
2016-01,ANG MO KIO,3 ROOM,308A,ANG MO KIO AVE 1,16 TO 18,70.0,Model A,2012,459000.0,17,"308A, ANG MO KIO AVE 1",2016,1,3 ROOM Model A
2016-01,ANG MO KIO,3 ROOM,308A,ANG MO KIO AVE 1,25 TO 27,70.0,Model A,2012,476000.0,26,"308A, ANG MO KIO AVE 1",2016,1,3 ROOM Model A
2016-01,ANG MO KIO,3 ROOM,308B,ANG MO KIO AVE 1,19 TO 21,70.0,Model A,2012,480000.0,20,"308B, ANG MO KIO AVE 1",2016,1,3 ROOM Model A
2016-01,ANG MO KIO,4 ROOM,344,ANG MO KIO AVE 3,01 TO 03,98.0,New Generation,1978,410000.0,2,"344, ANG MO KIO AVE 3",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,560,ANG MO KIO AVE 10,07 TO 09,92.0,New Generation,1980,425000.0,8,"560, ANG MO KIO AVE 10",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,638,ANG MO KIO AVE 6,01 TO 03,91.0,New Generation,1980,438000.0,2,"638, ANG MO KIO AVE 6",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,470,ANG MO KIO AVE 10,07 TO 09,92.0,New Generation,1979,458000.0,8,"470, ANG MO KIO AVE 10",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,303,ANG MO KIO AVE 1,10 TO 12,97.0,New Generation,1977,465000.0,11,"303, ANG MO KIO AVE 1",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,426,ANG MO KIO AVE 3,07 TO 09,92.0,New Generation,1978,485000.0,8,"426, ANG MO KIO AVE 3",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,134,ANG MO KIO AVE 3,07 TO 09,98.0,New Generation,1978,490000.0,8,"134, ANG MO KIO AVE 3",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,304,ANG MO KIO AVE 1,07 TO 09,97.0,New Generation,1977,490000.0,8,"304, ANG MO KIO AVE 1",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,325,ANG MO KIO AVE 3,07 TO 09,98.0,New Generation,1978,495000.0,8,"325, ANG MO KIO AVE 3",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,584,ANG MO KIO AVE 3,07 TO 09,91.0,New Generation,1979,510000.0,8,"584, ANG MO KIO AVE 3",2016,1,4 ROOM New Generation
2016-01,ANG MO KIO,4 ROOM,700C,ANG MO KIO AVE 6,19 TO 21,85.0,Model A,2003,628000.0,20,"700C, ANG MO KIO AVE 6",2016,1,4 ROOM Model A
2016-01,ANG MO KIO,5 ROOM,401,ANG MO KIO AVE 10,01 TO 03,119.0,Improved,1979,572000.0,2,"401, ANG MO KIO AVE 10",2016,1,5 ROOM Improved
2016-01,ANG MO KIO,5 ROOM,459,ANG MO KIO AVE 10,01 TO 03,120.0,Improved,1980,608000.0,2,"459, ANG MO KIO AVE 10",2016,1,5 ROOM Improved
2016-01,ANG MO KIO,5 ROOM,553,ANG MO KIO AVE 10,13 TO 15,119.0,Improved,1980,647000.0,14,"553, ANG MO KIO AVE 10",2016,1,5 ROOM Improved
2016-01,ANG MO KIO,5 ROOM,353,ANG MO KIO ST 32,04 TO 06,110.0,Improved,2001,653800.0,5,"353, ANG MO KIO ST 32",2016,1,5 ROOM Improved
2016-01,ANG MO KIO,5 ROOM,354,ANG MO KIO ST 32,10 TO 12,110.0,Improved,2001,680000.0,11,"354, ANG MO KIO ST 32",2016,1,5 ROOM Improved
2016-01,ANG MO KIO,5 ROOM,521,ANG MO KIO AVE 5,19 TO 21,118.0,Improved,1980,690000.0,20,"521, ANG MO KIO AVE 5",2016,1,5 ROOM Improved
2016-01,ANG MO KIO,5 ROOM,520,ANG MO KIO AVE 5,25 TO 27,118.0,Improved,1980,710000.0,26,"520, ANG MO KIO AVE 5",2016,1,5 ROOM Improved
2016-01,ANG MO KIO,5 ROOM,700B,ANG MO KIO AVE 6,13 TO 15,111.0,Improved,2003,830000.0,14,"700B, ANG MO KIO AVE 6",2016,1,5 ROOM Improved
2016-01,ANG MO KIO,5 ROOM,259,ANG MO KIO AVE 2,22 TO 24,135.0,Model A,1982,880000.0,23,"259, ANG MO KIO AVE 2",2016,1,5 ROOM Model A
2016-01,BEDOK,2 ROOM,535,BEDOK NTH ST 3,01 TO 03,45.0,Improved,1986,250000.0,2,"535, BEDOK NTH ST 3",2016,1,2 ROOM Improved
2016-01,BEDOK,3 ROOM,103,BEDOK RESERVOIR RD,04 TO 06,67.0,New Generation,1985,260000.0,5,"103, BEDOK RESERVOIR RD",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,76,BEDOK NTH RD,01 TO 03,59.0,Improved,1978,270000.0,2,"76, BEDOK NTH RD",2016,1,3 ROOM Improved
2016-01,BEDOK,3 ROOM,84,BEDOK NTH ST 4,01 TO 03,67.0,New Generation,1978,270000.0,2,"84, BEDOK NTH ST 4",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,32,CHAI CHEE AVE,07 TO 09,65.0,Improved,1974,285000.0,8,"32, CHAI CHEE AVE",2016,1,3 ROOM Improved
2016-01,BEDOK,3 ROOM,77,BEDOK NTH RD,10 TO 12,60.0,Improved,1986,286000.0,11,"77, BEDOK NTH RD",2016,1,3 ROOM Improved
2016-01,BEDOK,3 ROOM,50,CHAI CHEE ST,07 TO 09,68.0,New Generation,1981,290000.0,8,"50, CHAI CHEE ST",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,529,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1979,290000.0,2,"529, BEDOK NTH ST 3",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,539,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1980,290000.0,2,"539, BEDOK NTH ST 3",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,632,BEDOK RESERVOIR RD,01 TO 03,67.0,New Generation,1982,290000.0,2,"632, BEDOK RESERVOIR RD",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,290000.0,11,"21, CHAI CHEE RD",2016,1,3 ROOM Improved
2016-01,BEDOK,3 ROOM,134,BEDOK NTH ST 2,04 TO 06,67.0,New Generation,1978,297000.0,5,"134, BEDOK NTH ST 2",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,107,BEDOK RESERVOIR RD,04 TO 06,67.0,New Generation,1985,298000.0,5,"107, BEDOK RESERVOIR RD",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,10 TO 12,67.0,New Generation,1979,300000.0,11,"525, BEDOK NTH ST 3",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,526,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1979,300000.0,8,"526, BEDOK NTH ST 3",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,534,BEDOK NTH ST 3,13 TO 15,60.0,Improved,1986,300000.0,14,"534, BEDOK NTH ST 3",2016,1,3 ROOM Improved
2016-01,BEDOK,3 ROOM,138,BEDOK NTH ST 2,07 TO 09,67.0,New Generation,1978,305000.0,8,"138, BEDOK NTH ST 2",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,04 TO 06,67.0,New Generation,1979,305000.0,5,"525, BEDOK NTH ST 3",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,606,BEDOK RESERVOIR RD,10 TO 12,67.0,New Generation,1982,308000.0,11,"606, BEDOK RESERVOIR RD",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,77,BEDOK NTH RD,07 TO 09,60.0,Improved,1986,310000.0,8,"77, BEDOK NTH RD",2016,1,3 ROOM Improved
2016-01,BEDOK,3 ROOM,528,BEDOK NTH ST 3,10 TO 12,68.0,New Generation,1979,310000.0,11,"528, BEDOK NTH ST 3",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,742,BEDOK RESERVOIR RD,01 TO 03,67.0,New Generation,1986,310000.0,2,"742, BEDOK RESERVOIR RD",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,37,CHAI CHEE AVE,10 TO 12,66.0,Improved,1983,318000.0,11,"37, CHAI CHEE AVE",2016,1,3 ROOM Improved
2016-01,BEDOK,3 ROOM,116,BEDOK NTH RD,01 TO 03,73.0,New Generation,1978,320000.0,2,"116, BEDOK NTH RD",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,122,BEDOK NTH ST 2,07 TO 09,67.0,New Generation,1978,320000.0,8,"122, BEDOK NTH ST 2",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,218,BEDOK NTH ST 1,04 TO 06,68.0,New Generation,1980,322000.0,5,"218, BEDOK NTH ST 1",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,127,BEDOK NTH ST 2,13 TO 15,67.0,New Generation,1978,328000.0,14,"127, BEDOK NTH ST 2",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,204,BEDOK NTH ST 1,04 TO 06,68.0,New Generation,1979,353000.0,5,"204, BEDOK NTH ST 1",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,110,BEDOK NTH RD,10 TO 12,81.0,New Generation,1977,373000.0,11,"110, BEDOK NTH RD",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,426,BEDOK NTH RD,10 TO 12,82.0,New Generation,1979,375000.0,11,"426, BEDOK NTH RD",2016,1,3 ROOM New Generation
2016-01,BEDOK,3 ROOM,219A,BEDOK CTRL,01 TO 03,62.0,Model A,2010,420000.0,2,"219A, BEDOK CTRL",2016,1,3 ROOM Model A
2016-01,BEDOK,3 ROOM,220A,BEDOK CTRL,07 TO 09,69.0,Model A,2010,480000.0,8,"220A, BEDOK CTRL",2016,1,3 ROOM Model A
2016-01,BEDOK,4 ROOM,128,BEDOK RESERVOIR RD,01 TO 03,84.0,Simplified,1986,350000.0,2,"128, BEDOK RESERVOIR RD",2016,1,4 ROOM Simplified
2016-01,BEDOK,4 ROOM,532,BEDOK NTH ST 3,04 TO 06,101.0,New Generation,1980,365000.0,5,"532, BEDOK NTH ST 3",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,35,BEDOK STH AVE 2,10 TO 12,90.0,Improved,1977,368000.0,11,"35, BEDOK STH AVE 2",2016,1,4 ROOM Improved
2016-01,BEDOK,4 ROOM,37,BEDOK STH AVE 2,13 TO 15,84.0,Improved,1977,368000.0,14,"37, BEDOK STH AVE 2",2016,1,4 ROOM Improved
2016-01,BEDOK,4 ROOM,134,BEDOK RESERVOIR RD,10 TO 12,84.0,Simplified,1987,375000.0,11,"134, BEDOK RESERVOIR RD",2016,1,4 ROOM Simplified
2016-01,BEDOK,4 ROOM,709,BEDOK RESERVOIR RD,04 TO 06,93.0,New Generation,1981,375000.0,5,"709, BEDOK RESERVOIR RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,515,BEDOK NTH AVE 2,01 TO 03,92.0,New Generation,1979,380000.0,2,"515, BEDOK NTH AVE 2",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,121,BEDOK NTH RD,01 TO 03,92.0,New Generation,1978,380000.0,2,"121, BEDOK NTH RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,428,BEDOK NTH RD,01 TO 03,92.0,New Generation,1979,385000.0,2,"428, BEDOK NTH RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,164,BEDOK STH RD,07 TO 09,84.0,Simplified,1986,386888.0,8,"164, BEDOK STH RD",2016,1,4 ROOM Simplified
2016-01,BEDOK,4 ROOM,80,BEDOK NTH RD,07 TO 09,92.0,New Generation,1978,388000.0,8,"80, BEDOK NTH RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,107,BEDOK RESERVOIR RD,10 TO 12,93.0,New Generation,1985,388888.0,11,"107, BEDOK RESERVOIR RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,52,NEW UPP CHANGI RD,13 TO 15,84.0,Improved,1977,390000.0,14,"52, NEW UPP CHANGI RD",2016,1,4 ROOM Improved
2016-01,BEDOK,4 ROOM,549,BEDOK NTH AVE 1,07 TO 09,93.0,New Generation,1984,398000.0,8,"549, BEDOK NTH AVE 1",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,712,BEDOK RESERVOIR RD,07 TO 09,93.0,New Generation,1981,398000.0,8,"712, BEDOK RESERVOIR RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,81,BEDOK NTH RD,13 TO 15,92.0,New Generation,1978,400000.0,14,"81, BEDOK NTH RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,718,BEDOK RESERVOIR RD,04 TO 06,104.0,Model A,1984,400000.0,5,"718, BEDOK RESERVOIR RD",2016,1,4 ROOM Model A
2016-01,BEDOK,4 ROOM,547,BEDOK NTH ST 3,10 TO 12,92.0,New Generation,1980,405000.0,11,"547, BEDOK NTH ST 3",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,706,BEDOK NTH RD,10 TO 12,91.0,New Generation,1980,410000.0,11,"706, BEDOK NTH RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,34,BEDOK STH AVE 2,10 TO 12,90.0,Improved,1977,410000.0,11,"34, BEDOK STH AVE 2",2016,1,4 ROOM Improved
2016-01,BEDOK,4 ROOM,517,BEDOK NTH AVE 2,10 TO 12,92.0,New Generation,1979,418000.0,11,"517, BEDOK NTH AVE 2",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,613B,BEDOK RESERVOIR RD,07 TO 09,101.0,Model A,1998,428500.0,8,"613B, BEDOK RESERVOIR RD",2016,1,4 ROOM Model A
2016-01,BEDOK,4 ROOM,422,BEDOK NTH RD,04 TO 06,92.0,New Generation,1979,445000.0,5,"422, BEDOK NTH RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,427,BEDOK NTH RD,10 TO 12,92.0,New Generation,1979,450000.0,11,"427, BEDOK NTH RD",2016,1,4 ROOM New Generation
2016-01,BEDOK,4 ROOM,15,BEDOK STH RD,13 TO 15,88.0,Improved,1976,450000.0,14,"15, BEDOK STH RD",2016,1,4 ROOM Improved
2016-01,BEDOK,4 ROOM,660,JLN TENAGA,07 TO 09,107.0,Model A,1997,480000.0,8,"660, JLN TENAGA",2016,1,4 ROOM Model A
2016-01,BEDOK,4 ROOM,11,CHAI CHEE RD,04 TO 06,101.0,Model A,2001,485000.0,5,"11, CHAI CHEE RD",2016,1,4 ROOM Model A
2016-01,BEDOK,4 ROOM,651,JLN TENAGA,10 TO 12,108.0,Model A,1996,520000.0,11,"651, JLN TENAGA",2016,1,4 ROOM Model A
2016-01,BEDOK,4 ROOM,763,BEDOK RESERVOIR VIEW,10 TO 12,105.0,Premium Apartment,2000,530000.0,11,"763, BEDOK RESERVOIR VIEW",2016,1,4 ROOM Premium Apartment
2016-01,BEDOK,4 ROOM,183,BEDOK NTH RD,07 TO 09,92.0,Model A,2005,550000.0,8,"183, BEDOK NTH RD",2016,1,4 ROOM Model A
2016-01,BEDOK,4 ROOM,183,BEDOK NTH RD,07 TO 09,92.0,Model A,2005,556000.0,8,"183, BEDOK NTH RD",2016,1,4 ROOM Model A
2016-01,BEDOK,4 ROOM,185,BEDOK NTH RD,07 TO 09,92.0,Model A,2005,560000.0,8,"185, BEDOK NTH RD",2016,1,4 ROOM Model A
2016-01,BEDOK,5 ROOM,612,BEDOK RESERVOIR RD,04 TO 06,123.0,Improved,1981,425000.0,5,"612, BEDOK RESERVOIR RD",2016,1,5 ROOM Improved
2016-01,BEDOK,5 ROOM,603,BEDOK RESERVOIR RD,07 TO 09,120.0,Improved,1982,445000.0,8,"603, BEDOK RESERVOIR RD",2016,1,5 ROOM Improved
2016-01,BEDOK,5 ROOM,613,BEDOK RESERVOIR RD,10 TO 12,123.0,Improved,1981,468000.0,11,"613, BEDOK RESERVOIR RD",2016,1,5 ROOM Improved
2016-01,BEDOK,5 ROOM,104,BEDOK RESERVOIR RD,07 TO 09,121.0,Improved,1985,470000.0,8,"104, BEDOK RESERVOIR RD",2016,1,5 ROOM Improved
2016-01,BEDOK,5 ROOM,613B,BEDOK RESERVOIR RD,01 TO 03,123.0,Improved,1998,490000.0,2,"613B, BEDOK RESERVOIR RD",2016,1,5 ROOM Improved
2016-01,BEDOK,5 ROOM,91,BEDOK NTH ST 4,04 TO 06,117.0,Standard,1978,507500.0,5,"91, BEDOK NTH ST 4",2016,1,5 ROOM Standard
2016-01,BEDOK,5 ROOM,774,BEDOK RESERVOIR VIEW,01 TO 03,115.0,Premium Apartment,2000,520000.0,2,"774, BEDOK RESERVOIR VIEW",2016,1,5 ROOM Premium Apartment
2016-01,BEDOK,5 ROOM,140,BEDOK NTH ST 2,04 TO 06,121.0,Improved,1998,545000.0,5,"140, BEDOK NTH ST 2",2016,1,5 ROOM Improved
2016-01,BEDOK,5 ROOM,118,BEDOK NTH ST 2,07 TO 09,123.0,Standard,1978,588000.0,8,"118, BEDOK NTH ST 2",2016,1,5 ROOM Standard
2016-01,BEDOK,5 ROOM,805,CHAI CHEE RD,04 TO 06,126.0,Improved,1993,600000.0,5,"805, CHAI CHEE RD",2016,1,5 ROOM Improved
2016-01,BEDOK,5 ROOM,505,BEDOK NTH AVE 3,13 TO 15,119.0,Improved,1978,628000.0,14,"505, BEDOK NTH AVE 3",2016,1,5 ROOM Improved
2016-01,BEDOK,5 ROOM,407,BEDOK NTH AVE 3,19 TO 21,118.0,Improved,1980,675000.0,20,"407, BEDOK NTH AVE 3",2016,1,5 ROOM Improved
2016-01,BEDOK,5 ROOM,55,NEW UPP CHANGI RD,19 TO 21,118.0,Standard,1977,698000.0,20,"55, NEW UPP CHANGI RD",2016,1,5 ROOM Standard
2016-01,BEDOK,5 ROOM,219B,BEDOK CTRL,04 TO 06,112.0,Improved,2010,788000.0,5,"219B, BEDOK CTRL",2016,1,5 ROOM Improved
2016-01,BEDOK,EXECUTIVE,160,BEDOK STH AVE 3,01 TO 03,146.0,Maisonette,1986,680000.0,2,"160, BEDOK STH AVE 3",2016,1,EXECUTIVE Maisonette
2016-01,BEDOK,EXECUTIVE,725,BEDOK RESERVOIR RD,16 TO 18,142.0,Apartment,1984,715000.0,17,"725, BEDOK RESERVOIR RD",2016,1,EXECUTIVE Apartment
2016-01,BEDOK,EXECUTIVE,10D,BEDOK STH AVE 2,04 TO 06,144.0,Apartment,1995,785000.0,5,"10D, BEDOK STH AVE 2",2016,1,EXECUTIVE Apartment
2016-01,BEDOK,EXECUTIVE,104,LENGKONG TIGA,04 TO 06,146.0,Maisonette,1989,830000.0,5,"104, LENGKONG TIGA",2016,1,EXECUTIVE Maisonette
2016-01,BISHAN,3 ROOM,22,SIN MING RD,10 TO 12,68.0,Improved,1973,260000.0,11,"22, SIN MING RD",2016,1,3 ROOM Improved
2016-01,BISHAN,4 ROOM,153,BISHAN ST 13,01 TO 03,84.0,Simplified,1987,440000.0,2,"153, BISHAN ST 13",2016,1,4 ROOM Simplified
2016-01,BISHAN,4 ROOM,114,BISHAN ST 12,04 TO 06,84.0,Simplified,1986,500000.0,5,"114, BISHAN ST 12",2016,1,4 ROOM Simplified
2016-01,BISHAN,4 ROOM,113,BISHAN ST 12,10 TO 12,84.0,Simplified,1986,502000.0,11,"113, BISHAN ST 12",2016,1,4 ROOM Simplified
