Tranc_YearMonth,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
2012-03,3 ROOM,21,BALAM RD,01 TO 05,60,Standard,1967,276500
2012-03,3 ROOM,19,BALAM RD,06 TO 10,60.3,Standard,1967,285000
2012-03,3 ROOM,23,BALAM RD,01 TO 05,60.3,Standard,1967,290000
2012-03,3 ROOM,19,BALAM RD,01 TO 05,60.3,Standard,1967,295000
2012-03,3 ROOM,20,BALAM RD,01 TO 05,60.3,Standard,1967,299000
2012-03,3 ROOM,34,CIRCUIT RD,01 TO 05,60,Standard,1967,306500
2012-03,2 ROOM,95,C'WEALTH DR,06 TO 10,48,Standard,1967,259000
2012-03,2 ROOM,88,C'WEALTH CL,06 TO 10,46,Standard,1967,265000
2012-03,3 ROOM,94,C'WEALTH DR,01 TO 05,69,Standard,1967,311000
2012-03,3 ROOM,83,C'WEALTH CL,11 TO 15,60,Standard,1967,317000
2012-03,3 ROOM,95,C'WEALTH DR,06 TO 10,60,Standard,1967,319500
2012-03,3 ROOM,94,C'WEALTH DR,06 TO 10,69,Standard,1967,350000
2012-03,3 ROOM,82,C'WEALTH CL,11 TO 15,71,Standard,1967,383000
2012-03,2 ROOM,54,LOR 5 TOA PAYOH,01 TO 05,55,Standard,1967,253000
2012-03,3 ROOM,2,UPP ALJUNIED LANE,01 TO 05,57,Standard,1968,275000
2012-03,3 ROOM,4,UPP ALJUNIED LANE,06 TO 10,57,Standard,1968,285800
2012-03,3 ROOM,37,JLN RUMAH TINGGI,11 TO 15,53,Standard,1969,292000
2012-03,3 ROOM,22,HAVELOCK RD,06 TO 10,67,Standard,1969,415000
2012-03,3 ROOM,49,CIRCUIT RD,01 TO 05,56,Standard,1969,270000
2012-03,3 ROOM,57,CIRCUIT RD,06 TO 10,56,Standard,1969,280000
2012-03,3 ROOM,60,CIRCUIT RD,01 TO 05,56,Standard,1969,285000
2012-03,3 ROOM,61,CIRCUIT RD,01 TO 05,61,Standard,1969,289000
