Tranc_YearMonth,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
2016-01,3 ROOM,21,BALAM RD,07 TO 09,60.3,Standard,1967,248000
2016-01,3 ROOM,19,BALAM RD,04 TO 06,60.3,Standard,1967,250000
2016-01,3 ROOM,22,BALAM RD,04 TO 06,60,Standard,1967,250000
2016-01,3 ROOM,24,BALAM RD,07 TO 09,60,Standard,1967,257000
2016-01,3 ROOM,64,CIRCUIT RD,01 TO 03,59,Standard,1967,275000
2016-01,2 ROOM,82,C'WEALTH CL,01 TO 03,46,Standard,1967,227000
2016-01,2 ROOM,81,C'WEALTH CL,16 TO 18,46,Standard,1967,246000
2016-01,3 ROOM,91,C'WEALTH DR,01 TO 03,60,Standard,1967,290000
2016-01,3 ROOM,114,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1967,306000
2016-01,3 ROOM,94,LOR 4 TOA PAYOH,01 TO 03,60,Standard,1967,315000
2016-01,3 ROOM,82,MACPHERSON LANE,07 TO 09,64,Standard,1968,265000
2016-01,3 ROOM,50,STIRLING RD,01 TO 03,102,Terrace,1968,880000
2016-01,3 ROOM,30,JLN KLINIK,04 TO 06,58,Standard,1969,350000
2016-01,2 ROOM,72,CIRCUIT RD,10 TO 12,42,Standard,1969,202000
2016-01,3 ROOM,49,CIRCUIT RD,01 TO 03,56,Standard,1969,238000
2016-01,3 ROOM,48,CIRCUIT RD,04 TO 06,60,Standard,1969,250000
2016-01,3 ROOM,95,OLD AIRPORT RD,04 TO 06,56,Standard,1969,312000
2016-01,3 ROOM,6,JLN BATU,04 TO 06,60,Standard,1969,302000
2016-01,3 ROOM,3,LOR 7 TOA PAYOH,04 TO 06,68,Improved,1969,281000
2016-01,4 ROOM,101,HENDERSON CRES,07 TO 09,74,Standard,1970,440000
2016-01,3 ROOM,85,CIRCUIT RD,01 TO 03,60,Improved,1970,255000
2016-01,3 ROOM,27,JLN BAHAGIA,01 TO 03,56,Standard,1970,255000
2016-01,3 ROOM,124,LOR 1 TOA PAYOH,10 TO 12,79,Improved,1970,353000
2016-01,2 ROOM,10,JLN BT HO SWEE,07 TO 09,34,Standard,1971,225000
2016-01,3 ROOM,10,JLN KUKOH,10 TO 12,76,Improved,1971,375000
2016-01,3 ROOM,43,CIRCUIT RD,01 TO 03,52,Standard,1971,250000
2016-01,3 ROOM,45,CIRCUIT RD,01 TO 03,52,Standard,1971,253000
2016-01,3 ROOM,46,CIRCUIT RD,01 TO 03,52,Standard,1971,265000
2016-01,3 ROOM,36,CIRCUIT RD,13 TO 15,63.1,Standard,1971,270000
2016-01,3 ROOM,46,CIRCUIT RD,10 TO 12,61,Standard,1971,285000
2016-01,3 ROOM,35,JLN BAHAGIA,04 TO 06,56,Standard,1971,270588
2016-01,3 ROOM,167,STIRLING RD,07 TO 09,60,Improved,1971,305000
2016-01,3 ROOM,26,TOA PAYOH EAST,04 TO 06,67,Improved,1971,298000
2016-01,3 ROOM,26,TOA PAYOH EAST,04 TO 06,67,Improved,1971,317000
2016-01,3 ROOM,21,CHAI CHEE RD,10 TO 12,65,Improved,1972,290000
2016-01,3 ROOM,91,PAYA LEBAR WAY,04 TO 06,58,Improved,1972,244000
2016-01,3 ROOM,93,PAYA LEBAR WAY,01 TO 03,58,Improved,1972,247888
2016-01,3 ROOM,37,CIRCUIT RD,10 TO 12,58,Standard,1972,268000
2016-01,3 ROOM,91,PAYA LEBAR WAY,01 TO 03,67,Improved,1972,268000
2016-01,3 ROOM,85A,LOR 4 TOA PAYOH,19 TO 21,68,Improved,1972,383000
2016-01,3 ROOM,22,SIN MING RD,10 TO 12,68,Improved,1973,260000
2016-01,3 ROOM,130,BT MERAH VIEW,19 TO 21,65,Improved,1973,400000
2016-01,3 ROOM,46,SENG POH RD,01 TO 03,88,Standard,1973,655000
2016-01,2 ROOM,32,BALAM RD,07 TO 09,46,Standard,1973,220000
2016-01,3 ROOM,76,LOR LIMAU,13 TO 15,65,Improved,1973,300000
2016-01,3 ROOM,195,KIM KEAT AVE,01 TO 03,66,Improved,1973,265000
2016-01,3 ROOM,194,KIM KEAT AVE,10 TO 12,66,Improved,1973,290000
2016-01,3 ROOM,206,TOA PAYOH NTH,04 TO 06,65,Improved,1973,306888
2016-01,3 ROOM,32,CHAI CHEE AVE,07 TO 09,65,Improved,1974,285000
2016-01,3 ROOM,116,BT MERAH VIEW,04 TO 06,59,Improved,1974,315000
2016-01,4 ROOM,6,FARRER RD,07 TO 09,91,Improved,1974,540000
2016-01,5 ROOM,1,QUEEN'S RD,22 TO 24,125,Standard,1974,950000
2016-01,3 ROOM,122,YUAN CHING RD,04 TO 06,61,Improved,1974,285000
2016-01,3 ROOM,75,WHAMPOA DR,07 TO 09,65,Improved,1974,275000
2016-01,3 ROOM,72,GEYLANG BAHRU,01 TO 03,59,Improved,1974,290000
2016-01,3 ROOM,73,GEYLANG BAHRU,07 TO 09,70,Improved,1974,355000
2016-01,5 ROOM,53,GEYLANG BAHRU,19 TO 21,114,Standard,1974,580000
2016-01,4 ROOM,191,LOR 4 TOA PAYOH,22 TO 24,84,Improved,1974,565000
2016-01,3 ROOM,1,MARSILING DR,04 TO 06,76,Improved,1974,250000
2016-01,3 ROOM,137,JLN BT MERAH,04 TO 06,59,Improved,1975,289000
2016-01,3 ROOM,8,TELOK BLANGAH CRES,07 TO 09,59,Improved,1975,300000
2016-01,3 ROOM,21,TELOK BLANGAH CRES,10 TO 12,65,Improved,1975,328000
2016-01,3 ROOM,12,TELOK BLANGAH CRES,13 TO 15,70,Improved,1975,350000
2016-01,3 ROOM,16,TELOK BLANGAH CRES,10 TO 12,76,Improved,1975,350000
2016-01,3 ROOM,105,HENDERSON CRES,19 TO 21,65,Improved,1975,396000
2016-01,4 ROOM,128,KIM TIAN RD,16 TO 18,88,Improved,1975,570000
2016-01,3 ROOM,95,ALJUNIED CRES,10 TO 12,65,Improved,1975,340888
2016-01,3 ROOM,1,HOUGANG AVE 3,13 TO 15,59,Improved,1975,270000
2016-01,4 ROOM,17,BEACH RD,13 TO 15,77,Improved,1975,480000
2016-01,3 ROOM,58,MARINE TER,07 TO 09,65,Improved,1975,385000
2016-01,3 ROOM,4,MARINE TER,01 TO 03,65,Improved,1975,385000
2016-01,3 ROOM,5,MARINE TER,07 TO 09,65,Improved,1975,393000
2016-01,3 ROOM,7,MARINE TER,04 TO 06,70,Improved,1975,400000
2016-01,3 ROOM,47,MARINE CRES,10 TO 12,65,Improved,1975,408000
2016-01,3 ROOM,32,MARINE CRES,10 TO 12,65,Improved,1975,450000
2016-01,4 ROOM,34,MARINE CRES,07 TO 09,82,Improved,1975,467000
2016-01,4 ROOM,11,HOLLAND DR,04 TO 06,88,Improved,1975,580000
2016-01,4 ROOM,15,BEDOK STH RD,13 TO 15,88,Improved,1976,450000
2016-01,3 ROOM,61,TELOK BLANGAH HTS,04 TO 06,67,New Generation,1976,300000
2016-01,3 ROOM,30,TELOK BLANGAH RISE,04 TO 06,59,Improved,1976,306000
2016-01,3 ROOM,61,TELOK BLANGAH HTS,04 TO 06,67,New Generation,1976,330000
2016-01,3 ROOM,43,TELOK BLANGAH RISE,04 TO 06,70,Improved,1976,355000
2016-01,4 ROOM,58,TELOK BLANGAH HTS,13 TO 15,91,New Generation,1976,574888
2016-01,3 ROOM,209,BOON LAY PL,01 TO 03,65,Improved,1976,240000
2016-01,3 ROOM,208,BOON LAY PL,16 TO 18,65,Improved,1976,300000
2016-01,3 ROOM,208,BOON LAY PL,16 TO 18,74,Improved,1976,305000
2016-01,3 ROOM,67,MARINE DR,07 TO 09,65,Improved,1976,405000
2016-01,3 ROOM,67,MARINE DR,07 TO 09,76,Improved,1976,428000
2016-01,3 ROOM,67,MARINE DR,07 TO 09,65,Improved,1976,445000
2016-01,3 ROOM,66,MARINE DR,04 TO 06,76,Improved,1976,475000
2016-01,4 ROOM,62,MARINE DR,01 TO 03,87,Improved,1976,525000
2016-01,3 ROOM,4,GHIM MOH RD,07 TO 09,65,Improved,1976,375000
2016-01,3 ROOM,3,GHIM MOH RD,07 TO 09,65,Improved,1976,385000
2016-01,3 ROOM,235,LOR 8 TOA PAYOH,10 TO 12,65,Improved,1976,275000
2016-01,5 ROOM,229,LOR 8 TOA PAYOH,07 TO 09,117,Standard,1976,575000
2016-01,3 ROOM,15,MARSILING LANE,07 TO 09,65,Improved,1976,265000
2016-01,3 ROOM,13,MARSILING LANE,07 TO 09,76,Improved,1976,268000
2016-01,3 ROOM,13,MARSILING LANE,10 TO 12,76,Improved,1976,288000
2016-01,4 ROOM,7,MARSILING DR,10 TO 12,88,Improved,1976,285000
2016-01,5 ROOM,9,MARSILING DR,01 TO 03,120,Standard,1976,345000
2016-01,5 ROOM,13,MARSILING LANE,01 TO 03,152,Adjoined flat,1976,460000
2016-02,3 ROOM,22,BALAM RD,07 TO 09,60,Standard,1967,258500
2016-02,3 ROOM,20,BALAM RD,10 TO 12,60.3,Standard,1967,265000
2016-02,3 ROOM,64,CIRCUIT RD,07 TO 09,59,Standard,1967,272000
2016-02,3 ROOM,66,CIRCUIT RD,07 TO 09,56,Standard,1967,280000
2016-02,2 ROOM,88,C'WEALTH CL,01 TO 03,46,Standard,1967,200000
2016-02,3 ROOM,89,C'WEALTH DR,07 TO 09,60,Standard,1967,350000
2016-02,2 ROOM,56,LOR 4 TOA PAYOH,01 TO 03,42,Standard,1967,233000
2016-02,3 ROOM,113,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1967,292000
2016-02,3 ROOM,115,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1967,305000
2016-02,3 ROOM,3,UPP ALJUNIED LANE,10 TO 12,57,Standard,1968,250000
2016-02,3 ROOM,37,JLN RUMAH TINGGI,04 TO 06,53,Standard,1969,255000
2016-02,3 ROOM,30,JLN KLINIK,04 TO 06,58,Standard,1969,360000
2016-02,3 ROOM,22,HAVELOCK RD,10 TO 12,64,Standard,1969,388000
