Tranc_YearMonth,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
2017-01,3 ROOM,37,TEBAN GDNS RD,04 TO 06,67,Improved,1966,250000
2017-01,3 ROOM,21,BALAM RD,01 TO 03,60,Standard,1967,230000
2017-01,3 ROOM,22,BALAM RD,04 TO 06,60,Standard,1967,235000
2017-01,3 ROOM,24,BALAM RD,01 TO 03,60,Standard,1967,262000
2017-01,3 ROOM,65,CIRCUIT RD,01 TO 03,59,Standard,1967,263000
2017-01,3 ROOM,83,C'WEALTH CL,01 TO 03,60,Standard,1967,290000
2017-01,3 ROOM,81,C'WEALTH CL,04 TO 06,60,Standard,1967,307000
2017-01,3 ROOM,94,C'WEALTH DR,04 TO 06,60,Standard,1967,320000
2017-01,3 ROOM,83,C'WEALTH CL,16 TO 18,60,Standard,1967,334888
2017-01,3 ROOM,82,C'WEALTH CL,13 TO 15,60,Standard,1967,340000
2017-01,3 ROOM,86,C'WEALTH CL,04 TO 06,69,Standard,1967,398000
2017-01,2 ROOM,55,LOR 5 TOA PAYOH,07 TO 09,43,Standard,1967,228500
2017-01,3 ROOM,114,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1967,304000
2017-01,3 ROOM,82,MACPHERSON LANE,04 TO 06,64,Standard,1968,256000
2017-01,3 ROOM,53,LOR 5 TOA PAYOH,07 TO 09,68,Improved,1968,326500
2017-01,3 ROOM,30,JLN KLINIK,04 TO 06,58,Standard,1969,333000
2017-01,3 ROOM,47,CIRCUIT RD,01 TO 03,56,Standard,1969,238000
2017-01,3 ROOM,67,CIRCUIT RD,01 TO 03,61,Standard,1969,255000
2017-01,3 ROOM,49,CIRCUIT RD,01 TO 03,55,Standard,1969,269000
2017-01,3 ROOM,67,CIRCUIT RD,04 TO 06,61,Standard,1969,280000
2017-01,3 ROOM,95,OLD AIRPORT RD,07 TO 09,56,Standard,1969,330000
2017-01,3 ROOM,6,JLN BATU,04 TO 06,60,Standard,1969,338181
2017-01,3 ROOM,109,C'WEALTH CRES,07 TO 09,60,Standard,1969,312000
2017-01,3 ROOM,111,C'WEALTH CRES,10 TO 12,67,Standard,1969,330000
2017-01,3 ROOM,66,LOR 4 TOA PAYOH,01 TO 03,64,Standard,1969,283000
2017-01,3 ROOM,16,TAMAN HO SWEE,04 TO 06,54,Standard,1970,300000
2017-01,4 ROOM,101,HENDERSON CRES,01 TO 03,74,Standard,1970,395000
2017-01,2 ROOM,7,JLN BATU,07 TO 09,48,Standard,1970,276000
2017-01,3 ROOM,27,JLN BAHAGIA,07 TO 09,56,Standard,1970,225000
2017-01,3 ROOM,171,STIRLING RD,07 TO 09,60,Improved,1970,299800
2017-01,3 ROOM,153,MEI LING ST,07 TO 09,67,Improved,1970,300000
2017-01,3 ROOM,169,STIRLING RD,10 TO 12,60,Improved,1970,310000
2017-01,3 ROOM,170,STIRLING RD,13 TO 15,60,Improved,1970,355000
2017-01,3 ROOM,9,LOR 7 TOA PAYOH,10 TO 12,66,Improved,1970,268000
2017-01,3 ROOM,13,LOR 7 TOA PAYOH,04 TO 06,66,Improved,1970,285000
2017-01,3 ROOM,108,LOR 1 TOA PAYOH,07 TO 09,66,Improved,1970,295000
2017-01,3 ROOM,20,LOR 7 TOA PAYOH,04 TO 06,67,Improved,1970,298000
2017-01,3 ROOM,34,LOR 5 TOA PAYOH,10 TO 12,67,Improved,1970,303000
2017-01,3 ROOM,91,LOR 3 TOA PAYOH,07 TO 09,68,Improved,1970,310000
2017-01,3 ROOM,123,LOR 1 TOA PAYOH,07 TO 09,67,Improved,1970,318000
2017-01,2 ROOM,10,JLN BT HO SWEE,07 TO 09,34,Standard,1971,218000
2017-01,2 ROOM,2,JLN BT HO SWEE,07 TO 09,34,Standard,1971,230000
2017-01,2 ROOM,36,BEO CRES,07 TO 09,51,Standard,1971,300000
2017-01,3 ROOM,24,BEO CRES,07 TO 09,59,Standard,1971,365000
2017-01,2 ROOM,46,CIRCUIT RD,07 TO 09,42,Standard,1971,205000
2017-01,2 ROOM,43,CIRCUIT RD,10 TO 12,42,Standard,1971,215000
2017-01,3 ROOM,36,CIRCUIT RD,13 TO 15,72,Standard,1971,338000
2017-01,3 ROOM,113,TAO CHING RD,07 TO 09,67,Improved,1971,245000
2017-01,3 ROOM,25,TOA PAYOH EAST,04 TO 06,67,Improved,1971,298000
2017-01,3 ROOM,157,LOR 1 TOA PAYOH,07 TO 09,67,Improved,1971,360000
2017-01,5 ROOM,21,CHAI CHEE RD,07 TO 09,130,Adjoined flat,1972,530000
2017-01,3 ROOM,37,CIRCUIT RD,04 TO 06,59,Standard,1972,260000
2017-01,3 ROOM,119,HO CHING RD,01 TO 03,67,Improved,1972,240000
2017-01,3 ROOM,120,HO CHING RD,10 TO 12,67,Improved,1972,265000
2017-01,3 ROOM,30,BENDEMEER RD,10 TO 12,68,Improved,1972,335000
2017-01,3 ROOM,163,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1972,285000
2017-01,3 ROOM,22,SIN MING RD,10 TO 12,68,Improved,1973,275000
2017-01,3 ROOM,130,BT MERAH VIEW,01 TO 03,76,Improved,1973,400000
2017-01,3 ROOM,50,MOH GUAN TER,01 TO 03,88,Standard,1973,635000
2017-01,3 ROOM,50,MOH GUAN TER,01 TO 03,88,Standard,1973,637000
2017-01,3 ROOM,47,MOH GUAN TER,01 TO 03,77,Standard,1973,638000
2017-01,2 ROOM,30,BALAM RD,10 TO 12,46,Standard,1973,220000
2017-01,3 ROOM,30,BALAM RD,07 TO 09,57,Standard,1973,272000
2017-01,3 ROOM,76,LOR LIMAU,04 TO 06,65,Improved,1973,276000
2017-01,3 ROOM,40,CHAI CHEE AVE,07 TO 09,65,Improved,1974,300000
2017-01,3 ROOM,116,BT MERAH VIEW,04 TO 06,59,Improved,1974,350000
2017-01,5 ROOM,87,ZION RD,07 TO 09,117,Improved,1974,740000
2017-01,5 ROOM,5,FARRER RD,10 TO 12,120,Standard,1974,890000
2017-01,3 ROOM,67,KALLANG BAHRU,04 TO 06,65,Improved,1974,292000
2017-01,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65,Improved,1974,333000
2017-01,3 ROOM,11,UPP BOON KENG RD,10 TO 12,65,Improved,1974,342000
2017-01,4 ROOM,95,WHAMPOA DR,07 TO 09,91,Improved,1974,405000
2017-01,5 ROOM,55,GEYLANG BAHRU,19 TO 21,117,Standard,1974,628000
2017-01,3 ROOM,8,HOLLAND AVE,16 TO 18,59,Improved,1974,388000
2017-01,4 ROOM,8,HOLLAND AVE,04 TO 06,82,Improved,1974,505000
2017-01,4 ROOM,2,HOLLAND AVE,04 TO 06,88,Improved,1974,620000
2017-01,3 ROOM,1,MARSILING DR,01 TO 03,65,Improved,1974,270000
2017-01,3 ROOM,20,TELOK BLANGAH CRES,04 TO 06,65,Improved,1975,295000
2017-01,4 ROOM,23,TELOK BLANGAH CRES,04 TO 06,82,Improved,1975,458000
2017-01,4 ROOM,106,HENDERSON CRES,07 TO 09,81,Improved,1975,470000
2017-01,4 ROOM,106,HENDERSON CRES,07 TO 09,81,Improved,1975,470000
2017-01,3 ROOM,185,BOON LAY AVE,19 TO 21,59,Improved,1975,240000
2017-01,3 ROOM,16,UPP BOON KENG RD,10 TO 12,76,Improved,1975,380000
2017-01,3 ROOM,32,MARINE CRES,10 TO 12,76,Improved,1975,420000
2017-01,4 ROOM,55,MARINE TER,10 TO 12,88,Improved,1975,538000
2017-01,3 ROOM,1,DOVER RD,10 TO 12,65,Improved,1975,355000
2017-01,4 ROOM,11,HOLLAND DR,19 TO 21,88,Improved,1975,605000
2017-01,5 ROOM,21,HOLLAND DR,04 TO 06,119,Standard,1975,790000
2017-01,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67,New Generation,1976,285000
2017-01,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,97,New Generation,1976,460000
2017-01,3 ROOM,1,BEDOK STH AVE 1,01 TO 03,59,Improved,1976,280000
2017-01,3 ROOM,18,BEDOK STH RD,13 TO 15,65,Improved,1976,300000
2017-01,3 ROOM,2,BEDOK STH AVE 1,10 TO 12,65,Improved,1976,312000
2017-01,4 ROOM,7,BEDOK STH AVE 2,04 TO 06,82,Improved,1976,358000
2017-01,4 ROOM,8,BEDOK STH AVE 2,13 TO 15,82,Improved,1976,375000
2017-01,2 ROOM,45,TELOK BLANGAH DR,07 TO 09,45,Improved,1976,245000
2017-01,3 ROOM,32,TELOK BLANGAH RISE,10 TO 12,59,Improved,1976,300000
2017-01,3 ROOM,33,TELOK BLANGAH WAY,10 TO 12,59,Improved,1976,302000
2017-01,3 ROOM,131,JLN BT MERAH,01 TO 03,65,Improved,1976,322000
2017-01,3 ROOM,63,TELOK BLANGAH HTS,04 TO 06,73,New Generation,1976,338000
2017-01,3 ROOM,61,TELOK BLANGAH HTS,07 TO 09,67,New Generation,1976,340000
2017-01,3 ROOM,131,JLN BT MERAH,07 TO 09,65,Improved,1976,353000
2017-01,3 ROOM,44,TELOK BLANGAH DR,07 TO 09,65,Improved,1976,363000
2017-01,4 ROOM,129,KIM TIAN RD,10 TO 12,88,Improved,1976,550000
2017-01,3 ROOM,4,HAIG RD,04 TO 06,65,Improved,1976,328000
2017-01,3 ROOM,10,HAIG RD,10 TO 12,65,Improved,1976,368000
2017-01,4 ROOM,5,HAIG RD,10 TO 12,92,New Generation,1976,566000
2017-01,3 ROOM,211,BOON LAY PL,19 TO 21,65,Improved,1976,279000
2017-01,5 ROOM,198,BOON LAY DR,13 TO 15,121,Standard,1976,458000
2017-01,5 ROOM,48A,DORSET RD,19 TO 21,114,Standard,1976,628000
2017-01,3 ROOM,66,MARINE DR,01 TO 03,65,Improved,1976,360000
2017-01,4 ROOM,62,MARINE DR,07 TO 09,87,Improved,1976,580000
2017-01,3 ROOM,3,GHIM MOH RD,07 TO 09,65,Improved,1976,350000
2017-01,3 ROOM,1,GHIM MOH RD,04 TO 06,65,Improved,1976,360000
2017-01,3 ROOM,6,GHIM MOH RD,07 TO 09,65,Improved,1976,363000
2017-01,3 ROOM,232,LOR 8 TOA PAYOH,04 TO 06,65,Improved,1976,304000
2017-01,5 ROOM,223,LOR 8 TOA PAYOH,19 TO 21,117,Standard,1976,550000
2017-02,3 ROOM,28,JLN BT MERAH,07 TO 09,60,Standard,1967,306888
2017-02,3 ROOM,66,CIRCUIT RD,07 TO 09,56,Standard,1967,275000
2017-02,2 ROOM,92,C'WEALTH DR,04 TO 06,48,Standard,1967,225000
2017-02,3 ROOM,81,C'WEALTH CL,10 TO 12,71,Standard,1967,421000
2017-02,3 ROOM,110,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1967,296000
2017-02,3 ROOM,53,LOR 5 TOA PAYOH,04 TO 06,68,Improved,1968,288000
2017-02,3 ROOM,119,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1968,290000
2017-02,3 ROOM,53,LOR 5 TOA PAYOH,16 TO 18,68,Improved,1968,318000
2017-02,3 ROOM,119,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1968,335000
2017-02,3 ROOM,26,JLN KLINIK,04 TO 06,60,Standard,1969,331888
2017-02,3 ROOM,22,HAVELOCK RD,10 TO 12,73,Standard,1969,435000
2017-02,2 ROOM,68,CIRCUIT RD,01 TO 03,45,Standard,1969,212000
2017-02,3 ROOM,49,CIRCUIT RD,01 TO 03,56,Standard,1969,235000
2017-02,3 ROOM,57,CIRCUIT RD,07 TO 09,56,Standard,1969,268000
2017-02,3 ROOM,4,JLN BATU,01 TO 03,60,Standard,1969,293888
2017-02,4 ROOM,102,HENDERSON CRES,10 TO 12,80,Standard,1970,485000
2017-02,2 ROOM,9,JLN BATU,04 TO 06,58,Standard,1970,268000
2017-02,3 ROOM,170,STIRLING RD,01 TO 03,60,Improved,1970,280000
2017-02,3 ROOM,12,LOR 7 TOA PAYOH,04 TO 06,66,Improved,1970,260000
2017-02,3 ROOM,124,LOR 1 TOA PAYOH,07 TO 09,67,Improved,1970,320000
2017-02,3 ROOM,96,LOR 3 TOA PAYOH,10 TO 12,68,Improved,1970,328800
2017-02,3 ROOM,40,BEO CRES,01 TO 03,59,Standard,1971,380000
2017-02,2 ROOM,44,CIRCUIT RD,07 TO 09,42,Standard,1971,215000
2017-02,3 ROOM,45,CIRCUIT RD,10 TO 12,52,Standard,1971,265000
2017-02,3 ROOM,28,JLN BAHAGIA,07 TO 09,56,Standard,1971,230000
2017-02,3 ROOM,35,JLN BAHAGIA,04 TO 06,56,Standard,1971,265000
2017-02,3 ROOM,157,LOR 1 TOA PAYOH,07 TO 09,67,Improved,1971,370000
2017-02,3 ROOM,20,CHAI CHEE RD,01 TO 03,65,Improved,1972,285000
2017-02,3 ROOM,91,PAYA LEBAR WAY,04 TO 06,58,Improved,1972,240000
2017-02,3 ROOM,119,HO CHING RD,07 TO 09,76,Improved,1972,270000
2017-02,3 ROOM,30,BENDEMEER RD,07 TO 09,78,Improved,1972,351000
2017-02,3 ROOM,34,WHAMPOA WEST,07 TO 09,78,Improved,1972,371000
2017-02,3 ROOM,163,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1972,295000
2017-02,3 ROOM,85B,LOR 4 TOA PAYOH,19 TO 21,68,Improved,1972,373000
2017-02,3 ROOM,85C,LOR 4 TOA PAYOH,19 TO 21,78,Improved,1972,380000
2017-02,3 ROOM,129,BT MERAH VIEW,13 TO 15,65,Improved,1973,390000
2017-02,3 ROOM,76,LOR LIMAU,04 TO 06,65,Improved,1973,290000
2017-02,3 ROOM,69,LOR 4 TOA PAYOH,04 TO 06,62,Standard,1973,260000
2017-02,3 ROOM,4,QUEEN'S RD,07 TO 09,74,Improved,1974,425000
2017-02,3 ROOM,4,SAGO LANE,16 TO 18,67,Improved,1974,400000
2017-02,4 ROOM,53,CHIN SWEE RD,10 TO 12,77,Improved,1974,480000
2017-02,3 ROOM,85,WHAMPOA DR,10 TO 12,65,Improved,1974,258000
2017-02,3 ROOM,73,GEYLANG BAHRU,10 TO 12,59,Improved,1974,260000
2017-02,3 ROOM,86,WHAMPOA DR,04 TO 06,77,Improved,1974,310000
2017-02,3 ROOM,68,GEYLANG BAHRU,10 TO 12,65,Improved,1974,317500
2017-02,3 ROOM,11,UPP BOON KENG RD,01 TO 03,65,Improved,1974,335000
2017-02,3 ROOM,11,UPP BOON KENG RD,10 TO 12,65,Improved,1974,345000
2017-02,4 ROOM,99,WHAMPOA DR,16 TO 18,91,Improved,1974,410000
2017-02,3 ROOM,4,HOLLAND CL,13 TO 15,65,Improved,1974,428000
2017-02,5 ROOM,2,HOLLAND AVE,07 TO 09,138,Adjoined flat,1974,840000
2017-02,3 ROOM,137,JLN BT MERAH,04 TO 06,59,Improved,1975,275000
2017-02,3 ROOM,2,JLN BT MERAH,04 TO 06,63,Improved,1975,325000
2017-02,4 ROOM,24,TELOK BLANGAH CRES,01 TO 03,82,Improved,1975,415000
2017-02,4 ROOM,128,KIM TIAN RD,13 TO 15,88,Improved,1975,545000
2017-02,3 ROOM,2,HOUGANG AVE 3,04 TO 06,59,Improved,1975,248000
2017-02,3 ROOM,2,HOUGANG AVE 3,04 TO 06,59,Improved,1975,260000
2017-02,5 ROOM,16,HOUGANG AVE 3,10 TO 12,125,Standard,1975,490000
2017-02,3 ROOM,185,BOON LAY AVE,01 TO 03,59,Improved,1975,220000
2017-02,3 ROOM,16,UPP BOON KENG RD,04 TO 06,65,Improved,1975,339000
2017-02,5 ROOM,12,NTH BRIDGE RD,10 TO 12,114,Standard,1975,688000
2017-02,3 ROOM,5,MARINE TER,07 TO 09,65,Improved,1975,375000
2017-02,4 ROOM,18,MARINE TER,04 TO 06,88,Improved,1975,468000
2017-02,4 ROOM,45,MARINE CRES,10 TO 12,88,Improved,1975,545000
2017-02,4 ROOM,18,MARINE TER,04 TO 06,88,Improved,1975,468000
2017-02,5 ROOM,2,MARINE TER,13 TO 15,120,Standard,1975,788000
2017-02,3 ROOM,18,BEDOK STH RD,04 TO 06,65,Improved,1976,275000
2017-02,2 ROOM,45,TELOK BLANGAH DR,07 TO 09,45,Improved,1976,245000
2017-02,3 ROOM,60,TELOK BLANGAH HTS,01 TO 03,67,New Generation,1976,330000
2017-02,4 ROOM,2,HAIG RD,07 TO 09,92,New Generation,1976,480000
2017-02,3 ROOM,211,BOON LAY PL,10 TO 12,65,Improved,1976,246000
2017-02,3 ROOM,211,BOON LAY PL,16 TO 18,65,Improved,1976,255000
2017-02,5 ROOM,48,DORSET RD,22 TO 24,114,Standard,1976,630000
2017-02,4 ROOM,62,MARINE DR,01 TO 03,87,Improved,1976,520000
2017-02,4 ROOM,60,MARINE DR,10 TO 12,87,Improved,1976,618000
2017-02,4 ROOM,61,MARINE DR,13 TO 15,87,Improved,1976,650000
2017-02,3 ROOM,4,GHIM MOH RD,04 TO 06,65,Improved,1976,330000
2017-02,5 ROOM,27,DOVER CRES,16 TO 18,120,Standard,1976,732000
2017-02,3 ROOM,232,LOR 8 TOA PAYOH,04 TO 06,65,Improved,1976,312000
